,raw,json,bird,alternate_names,scientific_name
589,"The green-tailed warbler (Microligea palustris), also known as the green-tailed ground-tanager, is a species of bird of the family Phaenicophilidae, the Hispaniolan tanagers","{'bird': 'green-tailed warbler', 'alternate_names': 'green-tailed ground-tanager', 'scientific_name': 'Microligea palustris'}",green-tailed warbler,green-tailed ground-tanager,Microligea palustris
591,The green-throated mango (Anthracothorax viridigula) is a species of hummingbird in the subfamily Polytminae,"{'bird': 'hummingbird', 'alternate_names': 'green-throated mango', 'scientific_name': 'Anthracothorax viridigula'}",hummingbird,green-throated mango,Anthracothorax viridigula
592,The green-throated mountaingem or green-throated mountain-gem (Lampornis viridipallens) is a species of hummingbird in tribe Lampornithini of subfamily Trochilinae,"{'bird': 'Green-throated Mountaingem', 'alternate_names': ['Green-throated Mountain-gem'], 'scientific_name': 'Lampornis viridipallens'}",Green-throated Mountaingem,['Green-throated Mountain-gem'],Lampornis viridipallens
593,The green-throated sunbird (Chalcomitra rubescens) is a species of bird in the family Nectariniidae,"{'bird': 'green-throated sunbird', 'alternate_names': [], 'scientific_name': 'Chalcomitra rubescens'}",green-throated sunbird,,Chalcomitra rubescens
595,The green-winged saltator (Saltator similis) is a species of saltator in the family Thraupidae,"{'bird': 'green-winged saltator', 'alternate_names': 'Saltator similis', 'scientific_name': 'Thraupidae'}",green-winged saltator,Saltator similis,Thraupidae
597,The Grenada dove  (Leptotila wellsi) is a medium-sized New World tropical dove,"{'bird': 'Grenada dove', 'alternate_names': 'Leptotila wellsi', 'scientific_name': 'Leptotila wellsi'}",Grenada dove,Leptotila wellsi,Leptotila wellsi
598,The Grenada flycatcher (Myiarchus nugator) is a species of bird in the family Tyrannidae,"{'bird': 'Grenada flycatcher', 'alternate_names': None, 'scientific_name': 'Myiarchus nugator', 'family': 'Tyrannidae'}",Grenada flycatcher,,Myiarchus nugator
599,The grey antbird (Cercomacra cinerascens) is a species of bird in the antbird family Thamnophilidae,"{'bird': 'Grey Antbird', 'alternate_names': [], 'scientific_name': 'Cercomacra cinerascens'}",Grey Antbird,,Cercomacra cinerascens
600,The grey antwren (Myrmotherula menetriesii) is a species of bird in the family Thamnophilidae,"{'bird': 'Grey Antwren', 'alternate_names': ['Myrmotherula menetriesii'], 'scientific_name': 'Thamnophilidae'}",Grey Antwren,['Myrmotherula menetriesii'],Thamnophilidae
601,The grey apalis (Apalis cinerea) is a species of bird in the family Cisticolidae,"{'bird': 'Apalis cinerea', 'alternate_names': 'Grey Apalis', 'scientific_name': 'Apalis cinerea'}",Apalis cinerea,Grey Apalis,Apalis cinerea
602,The grey bunting (Emberiza variabilis) is a species of bird in the family Emberizidae,"{'bird': 'grey bunting', 'alternate_names': ['Emberiza variabilis'], 'scientific_name': 'Emberizidae'}",grey bunting,['Emberiza variabilis'],Emberizidae
603,The grey bush chat (Saxicola ferreus) is a species of passerine bird in the family Muscicapidae,"{'bird': 'Grey Bush Chat', 'alternate_names': 'Saxicola ferreus', 'scientific_name': 'Muscicapidae'}",Grey Bush Chat,Saxicola ferreus,Muscicapidae
606,"The gray crow (Corvus tristis), formerly known as the bare-faced crow, is about the same size (42–45 cm in length) as the Eurasian carrion crow (Corvus corone) but has somewhat different proportions and quite atypical feather pigmentation during the juvenile phase for a member of this genus","{'bird': 'gray crow', 'alternate_names': 'bare-faced crow', 'scientific_name': 'Corvus tristis'}",gray crow,bare-faced crow,Corvus tristis
607,"The grey crowned crane (Balearica regulorum), also known as the African crowned crane, golden crested crane, golden crowned crane, East African crane, East African crowned crane, African crane, Eastern crowned crane, Kavirondo crane, South African crane and crested crane, is a bird in the crane family, Gruidae","{'bird': 'The grey crowned crane', 'alternate_names': ['Balearica regulorum', 'African crowned crane', 'Golden crested crane', 'Golden crowned crane', 'East African crane', 'East African crowned crane', 'African crane', 'Eastern crowned crane', 'Kavirondo crane', 'South African crane', 'Crested crane'], 'scientific_name': 'Balearica regulorum'}",The grey crowned crane,"['Balearica regulorum', 'African crowned crane', 'Golden crested crane', 'Golden crowned crane', 'East African crane', 'East African crowned crane', 'African crane', 'Eastern crowned crane', 'Kavirondo crane', 'South African crane', 'Crested crane']",Balearica regulorum
608,The grey cuckooshrike (Ceblepyris caesius) is a species of bird in the cuckooshrike family Campephagidae,"{'bird': 'Grey Cuckooshrike', 'alternate_names': ['Ceblepyris caesius'], 'scientific_name': 'Campephagidae'}",Grey Cuckooshrike,['Ceblepyris caesius'],Campephagidae
610,Grey elaenia refers to birds that had been considered one species and have been split into three species:,"{'bird': 'Grey elaenia', 'alternate_names': [], 'scientific_name': 'Elaenia'}",Grey elaenia,,Elaenia
612,"The grey falcon (Falco hypoleucos) is a medium-sized falcon native to Australia, possibly the rarest","{'bird': 'Grey Falcon', 'alternateNames': 'Falco hypoleucos', 'scientificName': 'Falco hypoleucos'}",Grey Falcon,,
615,The grey friarbird (Philemon kisserensis) is a species of bird in the family Meliphagidae,"{'bird': 'grey friarbird', 'alternate_names': [], 'scientific_name': 'Philemon kisserensis'}",grey friarbird,,Philemon kisserensis
617,"The grey go-away-bird (Corythaixoides concolor), also known as grey lourie, grey loerie, or kwêvoël, is a bold and common bird of the southern Afrotropics","{'bird': 'Grey Go-Away-Bird', 'alternate_names': ['Grey Lourie', 'Grey Loerie', 'Kwêvoël'], 'scientific_name': 'Corythaixoides concolor'}",Grey Go-Away-Bird,"['Grey Lourie', 'Grey Loerie', 'Kwêvoël']",Corythaixoides concolor
618,"The grey goshawk (Accipiter novaehollandiae) is a strongly built, medium-sized bird of prey in the family Accipitridae that is found in eastern and northern Australia","{'bird': 'grey goshawk', 'alternate_names': 'Accipiter novaehollandiae', 'scientific_name': 'Accipitridae'}",grey goshawk,Accipiter novaehollandiae,Accipitridae
622,"The grey heron (Ardea cinerea) is a long-legged wading bird of the heron family, Ardeidae, native throughout temperate Europe and Asia and also parts of Africa","{'bird': 'grey heron', 'alternate_names': 'Ardea cinerea', 'scientific_name': 'Ardeidae'}",grey heron,Ardea cinerea,Ardeidae
624,The grey hypocolius[3] or simply hypocolius (Hypocolius ampelinus) is a small passerine bird species,"{'bird': 'Hypocolius ampelinus', 'alternate_names': ['Grey Hypocolius', 'Hypocolius'], 'scientific_name': 'Hypocolius ampelinus'}",Hypocolius ampelinus,"['Grey Hypocolius', 'Hypocolius']",Hypocolius ampelinus
625,The grey imperial pigeon (Ducula pickeringii) is a species of bird in the family Columbidae,"{'bird': 'grey imperial pigeon', 'alternate_names': [], 'scientific_name': 'Ducula pickeringii'}",grey imperial pigeon,,Ducula pickeringii
626,"The gray junglefowl (Gallus sonneratii), also known as Sonnerat's junglefowl, is one of the wild ancestors of the domestic chicken together with the red junglefowl and other junglefowls","{'bird': 'gray junglefowl', 'alternate_names': [""Sonnerat's junglefowl""], 'scientific_name': 'Gallus sonneratii'}",gray junglefowl,"[""Sonnerat's junglefowl""]",Gallus sonneratii
627,The grey kestrel (Falco ardosiaceus) is an African bird of prey belonging to the falcon family Falconidae,"{'bird': 'grey kestrel', 'alternate_names': 'Falco ardosiaceus', 'scientific_name': 'Falconidae'}",grey kestrel,Falco ardosiaceus,Falconidae
628,The grey laughingthrush (Garrulax maesi) is a species of bird in the family Leiothrichidae,"{'bird': 'grey laughingthrush', 'alternate_names': [], 'scientific_name': 'Garrulax maesi'}",grey laughingthrush,,Garrulax maesi
629,The grey longbill (Macrosphenus concolor) is a species of Old World warbler in the family Macrosphenidae,"{'bird': 'Grey Longbill', 'alternate_names': [], 'scientific_name': 'Macrosphenus concolor'}",Grey Longbill,,Macrosphenus concolor
630,The grey monjita (Nengetus cinereus) is a species of bird in the family Tyrannidae that is the only member of the genus Nengetus,"{'bird': 'grey monjita', 'alternate_names': ['Nengetus cinereus'], 'scientific_name': 'Tyrannidae'}",grey monjita,['Nengetus cinereus'],Tyrannidae
631,The grey nightjar or gray nightjar (Caprimulgus jotaka) is a species of nightjar found in East Asia,"{'bird': 'nightjar', 'alternate_names': ['grey nightjar', 'gray nightjar'], 'scientific_name': 'Caprimulgus jotaka'}",nightjar,"['grey nightjar', 'gray nightjar']",Caprimulgus jotaka
636,"The grey penduline tit (Anthoscopus caroli), also known as the African penduline-tit, is a species of bird in the family Remizidae","{'bird': 'The grey penduline tit', 'alternate_names': 'African penduline-tit', 'scientific_name': 'Anthoscopus caroli', 'family': 'Remizidae'}",The grey penduline tit,African penduline-tit,Anthoscopus caroli
637,"The grey petrel (Procellaria cinerea), also called the brown petrel, pediunker or grey shearwater is a species of seabird in the Procellariidae, or petrel family","{'bird': 'grey petrel', 'alternate_names': ['brown petrel', 'pediunker', 'grey shearwater'], 'scientific_name': 'Procellaria cinerea'}",grey petrel,"['brown petrel', 'pediunker', 'grey shearwater']",Procellaria cinerea
638,"The grey pileated finch (Coryphospingus pileatus), also known as the pileated finch, is a species of bird in the family Thraupidae, where it has recently been moved to from the Emberizidae","{'bird': 'pileated finch', 'alternate_names': ['grey pileated finch'], 'scientific_name': 'Coryphospingus pileatus'}",pileated finch,['grey pileated finch'],Coryphospingus pileatus
640,"The grey pratincole (Glareola cinerea) is a species of bird, in the family Glareolidae","{'bird': 'Grey Pratincole', 'alternate_names': [], 'scientific_name': 'Glareola cinerea'}",Grey Pratincole,,Glareola cinerea
641,The grey seedeater (Sporophila intermedia) is a species of bird in the family Thraupidae,"{'bird': 'grey seedeater', 'alternate_names': 'Sporophila intermedia', 'scientific_name': 'Thraupidae'}",grey seedeater,Sporophila intermedia,Thraupidae
643,The grey sibia (Heterophasia gracilis) is a species of bird in the family Leiothrichidae,"{'bird': 'grey sibia', 'alternate_names': 'Heterophasia gracilis', 'scientific_name': 'Leiothrichidae'}",grey sibia,Heterophasia gracilis,Leiothrichidae
644,"The grey silky-flycatcher or grey silky flycatcher (Ptiliogonys cinereus), is a species of bird in the family Ptiliogonatidae","{'bird': 'Grey Silky-Flycatcher', 'alternateNames': ['Grey Silky Flycatcher'], 'scientificName': 'Ptiliogonys cinereus'}",Grey Silky-Flycatcher,,
650,The grey tit-flycatcher (Myioparus plumbeus) is a species of bird in the family Muscicapidae,"{'bird': 'grey tit-flycatcher', 'alternate_names': ['Myioparus plumbeus'], 'scientific_name': 'Myioparus plumbeus'}",grey tit-flycatcher,['Myioparus plumbeus'],Myioparus plumbeus
651,"The grey treepie (Dendrocitta formosae), also known as the Himalayan treepie, is an Asian treepie, a medium-sized and long-tailed member of the crow family","{'bird': 'Grey Treepie', 'alternate_names': 'Himalayan Treepie', 'scientific_name': 'Dendrocitta formosae'}",Grey Treepie,Himalayan Treepie,Dendrocitta formosae
654,"The grey warbler-finch (Certhidea fusca) is a species of bird, one of Darwin's finches in the tanager family Thraupidae","{'bird': 'Grey Warbler-Finch', 'alternate_names': ['Certhidea fusca'], 'scientific_name': 'Thraupidae'}",Grey Warbler-Finch,['Certhidea fusca'],Thraupidae
655,The grey waxbill or black-tailed waxbill (Glaucestrilda perreini) is a common species of estrildid finch found in wetter land of Southern Africa,"{'bird': 'Grey Waxbill', 'alternate_names': 'Black-tailed Waxbill', 'scientific_name': 'Glaucestrilda perreini'}",Grey Waxbill,Black-tailed Waxbill,Glaucestrilda perreini
658,The grey wren-warbler (Calamonastes simplex) is a species of bird in the family Cisticolidae,"{'bird': 'grey wren-warbler', 'alternate_names': ['Calamonastes simplex'], 'scientific_name': 'Cisticolidae'}",grey wren-warbler,['Calamonastes simplex'],Cisticolidae
659,The grey-and-buff woodpecker (Hemicircus concretus) is a species of bird in the family Picidae,"{'bird': 'woodpecker', 'alternate_names': 'Hemicircus concretus', 'scientific_name': 'Picidae'}",woodpecker,Hemicircus concretus,Picidae
660,The grey-and-gold tanager (Poecilostreptus palmeri) is a species of bird in the family Thraupidae,"{'bird': 'grey-and-gold tanager', 'alternate_names': ['Poecilostreptus palmeri'], 'scientific_name': 'Thraupidae'}",grey-and-gold tanager,['Poecilostreptus palmeri'],Thraupidae
663,The grey-backed camaroptera (Camaroptera brevicaudata) is a small bird in the family Cisticolidae,"{'bird': 'grey-backed camaroptera', 'alternate_names': 'Camaroptera brevicaudata', 'scientific_name': 'Cisticolidae'}",grey-backed camaroptera,Camaroptera brevicaudata,Cisticolidae
665,The grey-backed fiscal (Lanius excubitoroides) is a species of bird in the family Laniidae,"{'bird': 'grey-backed fiscal', 'alternate_names': 'Lanius excubitoroides', 'scientific_name': 'Laniidae'}",grey-backed fiscal,Lanius excubitoroides,Laniidae
667,The grey-backed shrike (Lanius tephronotus) is a bird in the family Laniidae inhabiting South-east Asia,"{'bird': 'grey-backed shrike', 'alternate_names': 'Lanius tephronotus', 'scientific_name': 'Laniidae'}",grey-backed shrike,Lanius tephronotus,Laniidae
669,The grey-backed storm petrel (Garrodia nereis) is a species of seabird in the austral storm petrel family Oceanitidae,"{'bird': 'grey-backed storm petrel', 'alternate_names': 'Garrodia nereis', 'scientific_name': 'Oceanitidae'}",grey-backed storm petrel,Garrodia nereis,Oceanitidae
670,The grey-backed tachuri (Polystictus superciliaris) is a species of bird in the family Tyrannidae,"{'bird': 'grey-backed tachuri', 'alternate_names': [], 'scientific_name': 'Polystictus superciliaris', 'family': 'Tyrannidae'}",grey-backed tachuri,,Polystictus superciliaris
671,"The gray-backed tailorbird (Orthotomus derbianus) is a species of bird formerly placed in the ""Old World warbler"" assemblage, it but now placed in the family Cisticolidae","{'bird': 'gray-backed tailorbird', 'alternate_names': 'Orthotomus derbianus', 'scientific_name': 'Old World warbler'}",gray-backed tailorbird,Orthotomus derbianus,Old World warbler
